860192574769967106,"@DineshDSouza @guardian good, now Le Pen will definitely win!",Annhawks3
860192832698634240,"RT @Birdyword: I think the most banal French election meme is 'Le Pen isn't going to win this time, but she will in 2022'",revolution_fr
860193013498339328,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Patdolen
860193028916604928,"$400K per Speech, Barack Insane Obama, Meddling in The French Elections, Endorses Centrist Macaroni. Le Pen is Going to Win and Save Europe!",Lottery_Secrets
860193067231567872,Obama just endorsed Macron. Le Pen is going to win.,mots_d_Akin
860193233359556608,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Arcadecannon
860193329849528322,RT @mpringlemn: Marine Le Pen IS A MUST WIN... ! https://t.co/7wqEayx7ap,crt39437
860193439589289985,"https://t.co/t8GgH8vR6q https://t.co/1KPiEhkaK1 via @Is this the end for Marine Le Pen? My answer: No, she will go on to win. Your vote?",Illogikus
860193581277077504,@lagameuse98500 @POTUS @VP @MLP_officiel Thank you Jessica. A Le Pen win would be great for the entire world!!,bradcrain
860193615636828160,@_Morning_ you're betting me Le Pen will win? I won't take that bet now. It would be like taking candy from a baby ;),Gerry02140
860193626269396994,RT @JolyonGreen: Farage is a fascist. Which really is what we all should have called him a long time ago. https://t.co/DQfh7Np2hD,BenKnowles23
860193883082379268,"RT @SihleDLK: When that ""#deplorables"" moment repeats itself!

#Macron clearly doesn't want to win after-all! https://t.co/ScvCmFKoO8",SmileyManA
860193933493764096,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,BDHRmUxpB40Lz6l
860194030411538433,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,KlingonsUK
860194086552076289,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Conservamator
860194198313734147,Macron been endorsed by Obama. Le Pen to win.,mikeriddell62
860194283730501634,@RealAlexJones As if the French are going to listen to the failed ex president... LE PEN will win HUGEEEE,Incredi49136924
860194295340568576,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Tom_0380
860194325807976448,RT @gmachrisc: Great!! LePen must lose!! They've seen what happened there &amp; want nothing to do with Putin/tRump. https://t.co/2c2IiMj4qC,PatGregg2
860194368866484224,"short $EURDKK cheap way to hedge Le Pen win, cheaper and safer than shorting $EURUSD",mspacey4415
860194576765681664,Nobody thought Trump would win. Nobody thinks Le Pen will win. It may however just happen. #C4news,Nexus1974
860194650463887360,"RT @powerpuffsama2: LE PEN IS GOING TO WIN BECAUSE OF DRYBONES 

HOW LONG UNTIL HE STARTS THE HOLOCAUST?? https://t.co/cBy6Tdik2L",Drybones5
860195039460380672,"RT @powerpuffsama2: LE PEN IS GOING TO WIN BECAUSE OF DRYBONES 

HOW LONG UNTIL HE STARTS THE HOLOCAUST?? https://t.co/cBy6Tdik2L",SmugWendys
860195287658369027,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,MarieLeocadie
860195290250391552,@piersmorgan Might put a bet on Le Pen to win now,FiennesAxel
860195367689826308,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,GnomesGone
860195576884772864,"Just in from Russia: If Macron is a Tax Cheat, Le Pen may win. https://t.co/8klTCjMkIF",MikeofHowick
860195583184777216,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,ianward2000
860195612641382401,"RT @powerpuffsama2: LE PEN IS GOING TO WIN BECAUSE OF DRYBONES 

HOW LONG UNTIL HE STARTS THE HOLOCAUST?? https://t.co/cBy6Tdik2L",OriginalBubsRA
860195642420973569,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,BoenaSvoabo
860195643943464960,"FRANCE AWAKEN!!
VOTE LE PEN OR SAY GOODBYE TO FRANCE. https://t.co/Fpb0OXBWMG",GreatThee
860196012148666368,"Who needs Russians, when you have Obama ONCE AGAIN interfering with elections? https://t.co/YCLBMHPdNm",DRM4GOD
860196166864183298,RW: Marechal-Le Pen insisted we can still win even as she lowered the partys expectations for the presidential runoff.,bot_silo
860196256710348801,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Sonshinejohn
860196348821463041,@USATODAY I guess that means Le Pen will win. Obama always chooses the loser's path. #EpicFailure,maconnal
860196414768525312,"RT @SihleDLK: When that ""#deplorables"" moment repeats itself!

#Macron clearly doesn't want to win after-all! https://t.co/ScvCmFKoO8",utopianindigent
860196565272670209,"I'm supporting Marine Le Pen, and if she fails this year, she will win in 2022 https://t.co/Ct8xlcwnXC via @telegraphnews",_socialcapital_
860196744042336257,@JaydaBF Marine le pen will win for sure.,shivajisinghran
860196797989433345,@YahooNews Congratulations Marine Le Pen!  You will win!  Everybody he endorses loses!,Bo_Darville_GA
860196843141181440,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,vonnmonaco
860196940348260352,@EdMorrissey Ensuring le pen win,drwest30_david
860197222335619072,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,voinconmc
860197309195452417,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,PaulHenriCadier
860197411066654720,"RT @Adrian_in_NYC: On Twitter, it just takes telling them Marine Le Pen will win the election , apparently https://t.co/MvcsqdESZm",esmithhouser
860197755259584512,"Rothchild's stacking the deck against 
Marine Le Pen! Already indications of unfair election https://t.co/p1i9IuVybT",TimAromando
860198176111722496,"RT @SpadeSean: Why not ! He interfered in The Israeli election , Remember ! https://t.co/csPFSDLYVN",LyndaE222
860198204759048195,RT @gonv_survival: hey Barack - thought it was only the Russians that interfered in elections??? https://t.co/v3EnHAC5SF,Anzers
860198210584932353,"That you seriously believe a protectionist, isolationist is the ""right candidate"" for Brexit Britain baffles me. https://t.co/dhj7YSoKy7",Joel_E_Harris
860198369326768128,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,cyta74
860198412746096641,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,CarolTeague2
860198429275717632,@TrumpGays Obama just sealed the win of Le Pen,Sheryl30570501
860198691810029569,La Pen wins! With Oki dokie endorsement https://t.co/2hyijqQmXS,StuntHangar
860198715059056642,RT @gonv_survival: hey Barack - thought it was only the Russians that interfered in elections??? https://t.co/v3EnHAC5SF,4Freedom4ever
860198944500064257,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Jez_57
860198958429335552,@BarackObama #Barry was never Potus. ShutUp! https://t.co/ixcmanj0tK,glozee1
860198980424224772,"RT @grigory_rasput: Retweeted Geoffrey Trott (@GeoffreyTrott):

How Le Pen could win https://t.co/z5Lnt3M0Pl https://t.co/S0ut9BIGrS",GeoffreyTrott
860199017036132352,RT @gonv_survival: hey Barack - thought it was only the Russians that interfered in elections??? https://t.co/v3EnHAC5SF,KINGOFCOMSENSE
860199022568636417,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,JustinPSexton
860199055040925697,"Le pen, whoever he is, should win then... https://t.co/0cjhjh32Z3",pujaraamit
860199152071966721,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,usfbulls55
860199227967897601,"RT @powerpuffsama2: LE PEN IS GOING TO WIN BECAUSE OF DRYBONES 

HOW LONG UNTIL HE STARTS THE HOLOCAUST?? https://t.co/cBy6Tdik2L",ThreeBeees
860199575553966081,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,davidne19456648
860199639689158656,I refuse to be part of a generation of leftists who allowed a fascist and racist to win the French presidency. https://t.co/Djxb3slxlv,JuliaBerytus
860199711088705536,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Hillchaser
860199816084807680,Doesn't he have a tee time somewhere? Go away https://t.co/WE9dnBFrHl,ccsello
860199946880000001,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,HarrySekai
860200138861576194,Would be terrible should she win tbh https://t.co/voIB7Nvq13,merida_jr
860200258068000769,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,PhilipJMilton
860200341475926017,RT @DavidJo52951945: Nigel Farage backs Le Pen in the French election https://t.co/wrmtCN7wGG,RobertZanchi
860200415287271425,RT @DavidJo52951945: Nigel Farage backs Le Pen in the French election https://t.co/wrmtCN7wGG,RobertZanchi
860200424040738818,i want macron to win not only for his superior views to those of le pen but also bc he said poudre le perlimpinpin on national television,dongschieng
860200427970850816,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,M_Lemic
860200543641366528,This is great every single person he has endorsed has lost. So I guess Le Pen will win now for sure https://t.co/use5vtwNBY,oscar23_fuentes
860200572259094528,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,007harvey
860200619906412545,@infowars Now Le Pen will win!,lanza_alvaro
860200694418206720,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,chris_billows
860200742145196032,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Celtikette
860200833690071040,RT @gmachrisc: Great!! LePen must lose!! They've seen what happened there &amp; want nothing to do with Putin/tRump. https://t.co/2c2IiMj4qC,MarilynSousa5
860200927126409216,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,SaintNon
860201008936488960,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Bornanddiealone
860201046232190976,BAD NEWS: the man who said before the election  trump will win says Le Pen will lose because the Jewish Torah says it. lets hope he's wrong!,shiea70
860201073050607616,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,benpichot
860201231083503616,RT @JolyonGreen: Farage is a fascist. Which really is what we all should have called him a long time ago. https://t.co/DQfh7Np2hD,nerd8192
860201318408966145,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Enigmayne
860201443395067904,Here We Go!! #MAGA https://t.co/4WTP2GU19j,TammySouthwick1
860201444552704000,LE PEN ISURED A WIN after French candidate Emmanuel Macron endorsed by Barak Obama https://t.co/82uib5oava via @usatoday,Pardilho23
860201526022868993,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,NormandChaput
860201596575248386,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,harbin_pauli
860201687197392896,Farage Breaks Cover on French Election: 'I Want to See Le Pen Win' https://t.co/N2MLyP27fV,mjvasquez671
860201689068040194,Farage Breaks Cover on French Election: 'I Want to See Le Pen Win' https://t.co/lwUqUqOTNB,mjvasquez671
860201787998994432,Le Pen for the win !!! https://t.co/3MRWEP5cnn,Obedtwelve
860201918957842433,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Parsifal44
860201929175158784,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,v_joron
860201929011589121,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,jacquijackson24
860202012364984321,Love that the Brexit &amp; Trump supporters are so vocal in support of #LePen! Unity to save Western thought &amp; beliefs! https://t.co/3j7ThOkz2f,gswalrath
860202049161527297,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Pat02457550
860202098499178496,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,barres66680
860202117692362753,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,lisalponder
860202463789367296,"Marine Le Pen must win, she's France's last hope.",tonyrwb
860202467262427138,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Alisse31
860202711391887361,@American1765 If this MORON is backing him... Then that says it all. Le Pen will win.,cottonplantrob
860202917596418048,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,True1776
860202978694877189,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Thomas_Mng
860203128540585984,Fascists support fascists. https://t.co/2sdBnHeMj7,RationalColonel
860203171666423808,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,nievsyrneh
860203225739296769,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,VickyDilcock
860203232802557952,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,dupontaignan
860203262477258753,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Republique2017
860203309256384512,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,cviegas
860203349135810560,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Underwoo1Franck
860203351451086850,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Thomaspon1
860203373987082240,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,AstonMarine
860203403481423874,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,MichaelMontelo
860203436364660736,RT @gonv_survival: hey Barack - thought it was only the Russians that interfered in elections??? https://t.co/v3EnHAC5SF,bfrasier1951
860203455742390272,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,PatrioteFRA94
860203486788689920,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,fiocco4
860203531432845312,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,BobSami21
860203631483789314,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,magiskha_83
860203642816745477,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,titycorsica
860203661825331201,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,C_Guillot78310
860203728900694017,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,MaximeThiebaut
860203752699162629,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,BECHARD1989
860203825084469248,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,DLF_Officiel
860203841471512576,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,GMajorczyk
860203927278686208,"Macron pulls AHEAD of Marine Le Pen n snap poll following fiery TV debate clash https://t.co/jn5o3V6Kk9 yep just like Trump, she's gonna win",_YvonneBurton
860203939924500480,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Groupe_FN_Corse
860203949172895744,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,RibelluU
860203984442798087,Farage Breaks Cover on French Election: 'I Want to See Le Pen Win' https://t.co/jla5O9LEeu,joepalojoe
860204007813525505,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,ArtemysDeSade
860204016306966528,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,Varac_a
860204024162811904,RT @Nigel_Farage: I want to see @MLP_officiel win on Sunday. She is the right candidate for Brexit Britain. https://t.co/y4FLAzKQ9C,mofred_situos
